2021-02-28 23:59:59,2021-07-21 22:22:17,3.059860548249666
2021-03-01 00:04:59,2021-07-21 22:22:17,2.748032177568835
2021-03-01 00:14:59,2021-07-21 22:22:17,3.034531374640499
2021-03-01 00:24:59,2021-07-21 22:22:17,3.24378747309967
2021-03-01 00:34:59,2021-07-21 22:22:17,3.047821253037836
2021-03-01 00:44:59,2021-07-21 22:22:17,3.7259276175156684
2021-03-01 00:54:59,2021-07-21 22:22:17,4.559774429971331
2021-03-01 01:04:59,2021-07-21 22:22:17,4.039551977756497
2021-03-01 01:14:59,2021-07-21 22:22:17,4.09514173346383
2021-03-01 01:24:59,2021-07-21 22:22:17,5.001348831979838
2021-03-01 01:34:59,2021-07-21 22:22:17,8.067707181649672
2021-03-01 01:44:59,2021-07-21 22:22:17,8.847699965313494
2021-03-01 01:54:59,2021-07-21 22:22:17,7.144639838636
2021-03-01 02:04:59,2021-07-21 22:22:17,5.923478499467672
2021-03-01 02:14:59,2021-07-21 22:22:17,5.227450288589667
2021-03-01 02:24:59,2021-07-21 22:22:17,4.944482657806667
2021-03-01 02:34:59,2021-07-21 22:22:17,4.39861845484584
2021-03-01 02:44:59,2021-07-21 22:22:17,4.403762420213166
2021-03-01 02:54:59,2021-07-21 22:22:17,4.094361089395169
2021-03-01 03:04:59,2021-07-21 22:22:17,3.6100243257343347
2021-03-01 03:14:59,2021-07-21 22:22:17,3.1979095682115006
2021-03-01 03:24:59,2021-07-21 22:22:17,2.872762585181501
2021-03-01 03:34:59,2021-07-21 22:22:17,3.0516270477558343
2021-03-01 03:44:59,2021-07-21 22:22:17,3.2132713365115
2021-03-01 03:54:59,2021-07-21 22:22:17,3.0817686760045007
2021-03-01 04:04:59,2021-07-21 22:22:17,3.072924820591835
2021-03-01 04:14:59,2021-07-21 22:22:17,2.8773115752535006
2021-03-01 04:24:59,2021-07-21 22:22:17,2.6529728762960048
2021-03-01 04:34:59,2021-07-21 22:22:17,2.0194601331928346
2021-03-01 04:44:59,2021-07-21 22:22:17,1.8679737993488341
2021-03-01 04:54:59,2021-07-21 22:22:17,2.640941973957169
2021-03-01 05:04:59,2021-07-21 22:22:17,2.758940280354997
2021-03-01 05:14:59,2021-07-21 22:22:17,2.8694513082580024
2021-03-01 05:24:59,2021-07-21 22:22:17,3.650765200682003
2021-03-01 05:34:59,2021-07-21 22:22:17,4.436927507049329
2021-03-01 05:44:59,2021-07-21 22:22:17,5.333450511472834
2021-03-01 05:54:59,2021-07-21 22:22:17,6.0153501841063335
2021-03-01 06:04:59,2021-07-21 22:22:17,6.352283681061005
2021-03-01 06:14:59,2021-07-21 22:22:17,6.445053993491667
2021-03-01 06:24:59,2021-07-21 22:22:17,6.785928040182659
2021-03-01 06:34:59,2021-07-21 22:22:17,6.885253793141845
2021-03-01 06:45:00,2021-07-21 22:22:17,7.183794722265498
2021-03-01 06:55:00,2021-07-21 22:22:17,7.31793791235433
2021-03-01 07:05:00,2021-07-21 22:22:17,7.267767930674821
2021-03-01 07:15:00,2021-07-21 22:22:17,6.800301968792832
2021-03-01 07:25:00,2021-07-21 22:22:17,6.50023625525684
2021-03-01 07:35:00,2021-07-21 22:22:17,6.5602496237498364
2021-03-01 07:45:00,2021-07-21 22:22:17,6.5253005032596665
2021-03-01 07:55:00,2021-07-21 22:22:17,5.977231559454001
2021-03-01 08:05:00,2021-07-21 22:22:17,5.974213834894499
2021-03-01 08:15:00,2021-07-21 22:22:17,6.149851292437836
2021-03-01 08:24:59,2021-07-21 22:22:17,6.059774671999165
2021-03-01 08:34:59,2021-07-21 22:22:17,5.994868866612165
2021-03-01 08:44:59,2021-07-21 22:22:17,5.791203201813333
2021-03-01 08:54:59,2021-07-21 22:22:17,5.012748539649326
2021-03-01 09:04:59,2021-07-21 22:22:17,5.6030831661278295
2021-03-01 09:14:59,2021-07-21 22:22:17,5.7054865296854995
2021-03-01 09:24:59,2021-07-21 22:22:17,5.576461258803998
2021-03-01 09:34:59,2021-07-21 22:22:17,6.060472579611999
2021-03-01 09:44:59,2021-07-21 22:22:17,6.0191366035520035
2021-03-01 09:54:59,2021-07-21 22:22:17,6.024110559405163
2021-03-01 10:04:59,2021-07-21 22:22:17,5.62752919845934
2021-03-01 10:14:59,2021-07-21 22:22:17,6.133335841649162
2021-03-01 10:24:59,2021-07-21 22:22:17,6.512010561213163
2021-03-01 10:34:59,2021-07-21 22:22:17,6.059121693984999
2021-03-01 10:44:59,2021-07-21 22:22:17,6.055461328656842
2021-03-01 10:54:59,2021-07-21 22:22:17,6.456490459937169
2021-03-01 11:04:59,2021-07-21 22:22:17,6.501296043301994
2021-03-01 11:14:59,2021-07-21 22:22:17,6.1340890829699966
2021-03-01 11:24:59,2021-07-21 22:22:17,6.476617966033501
2021-03-01 11:34:59,2021-07-21 22:22:17,6.697428748216338
2021-03-01 11:44:59,2021-07-21 22:22:17,6.596543950284833
2021-03-01 11:54:59,2021-07-21 22:22:17,6.786129164464835
2021-03-01 12:04:59,2021-07-21 22:22:17,6.480032050687009
2021-03-01 12:14:59,2021-07-21 22:22:17,6.423725528595334
2021-03-01 12:24:59,2021-07-21 22:22:17,6.401276213983836
2021-03-01 12:34:59,2021-07-21 22:22:17,6.925780287838332
2021-03-01 12:44:59,2021-07-21 22:22:17,6.920694789663994
2021-03-01 12:54:59,2021-07-21 22:22:17,6.666215010911336
2021-03-01 13:04:59,2021-07-21 22:22:17,6.12664607165984
2021-03-01 13:14:59,2021-07-21 22:22:17,6.286307317751332
2021-03-01 13:24:59,2021-07-21 22:22:17,6.239925029896168
2021-03-01 13:34:59,2021-07-21 22:22:17,6.921659478396165
2021-03-01 13:44:59,2021-07-21 22:22:17,7.38565600168117
2021-03-01 13:54:59,2021-07-21 22:22:17,7.285786493584498
2021-03-01 14:04:59,2021-07-21 22:22:17,7.370597406932004
2021-03-01 14:14:59,2021-07-21 22:22:17,6.731395893495168
2021-03-01 14:24:59,2021-07-21 22:22:17,7.031244517208663
2021-03-01 14:34:59,2021-07-21 22:22:17,6.562779471882667
2021-03-01 14:44:59,2021-07-21 22:22:17,6.613572629887662
2021-03-01 14:54:59,2021-07-21 22:22:17,6.480731378957839
2021-03-01 15:04:59,2021-07-21 22:22:17,7.211536057666014
2021-03-01 15:14:59,2021-07-21 22:22:17,7.417049062242833
2021-03-01 15:24:59,2021-07-21 22:22:17,7.101660599273667
2021-03-01 15:34:59,2021-07-21 22:22:17,7.060294905217335
2021-03-01 15:44:59,2021-07-21 22:22:17,6.367264161390667
2021-03-01 15:54:59,2021-07-21 22:22:17,6.849119925549333
2021-03-01 16:04:59,2021-07-21 22:22:17,6.098052519948166
2021-03-01 16:14:59,2021-07-21 22:22:17,5.96787246225683
2021-03-01 16:24:59,2021-07-21 22:22:17,6.414766944393009
2021-03-01 16:34:59,2021-07-21 22:22:17,5.491641883554831
2021-03-01 16:44:59,2021-07-21 22:22:17,6.047851208755502
2021-03-01 16:54:59,2021-07-21 22:22:17,5.844707786369166
2021-03-01 17:04:59,2021-07-21 22:22:17,5.457309355539831
2021-03-01 17:14:59,2021-07-21 22:22:17,5.826630837143168
2021-03-01 17:24:59,2021-07-21 22:22:17,5.669157109872833
2021-03-01 17:34:59,2021-07-21 22:22:17,5.851715874555167
2021-03-01 17:44:59,2021-07-21 22:22:17,5.413758411062501
2021-03-01 17:54:59,2021-07-21 22:22:17,5.1489910702913315
2021-03-01 18:04:59,2021-07-21 22:22:17,4.925526139073333
2021-03-01 18:14:59,2021-07-21 22:22:17,4.561537716725002
2021-03-01 18:24:59,2021-07-21 22:22:17,4.856167815177334
2021-03-01 18:34:59,2021-07-21 22:22:17,10.994291705560332
2021-03-01 18:44:59,2021-07-21 22:22:17,12.884332077103005
2021-03-01 18:54:59,2021-07-21 22:22:17,10.98710990633134
2021-03-01 19:04:59,2021-07-21 22:22:17,10.658642503554008
2021-03-01 19:14:59,2021-07-21 22:22:17,10.741678015648498
2021-03-01 19:24:59,2021-07-21 22:22:17,9.444673203911666
2021-03-01 19:34:59,2021-07-21 22:22:17,8.694277339670997
2021-03-01 19:44:59,2021-07-21 22:22:17,7.971924750355832
2021-03-01 19:54:59,2021-07-21 22:22:17,7.979709731452842
2021-03-01 20:04:59,2021-07-21 22:22:17,7.813970288912157
